gender,sexual_orientation,location_type,income_bracket,education_level,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,is_match,num_interests
3,6,1,5,0,3,1,0.56,2,136,19,0,241,38,0.51,10,0,1,3
3,7,1,4,1,173,0,0.6,2,200,17,6,388,30,0.6,19,3,0,3
0,2,5,1,5,105,3,0.45,2,0,0,6,438,27,0.24,7,2,0,3
0,3,1,0,5,288,2,0.55,2,29,24,5,116,22,0.23,16,5,0,3
4,5,5,1,3,128,0,0.58,2,54,16,6,133,100,0.57,8,2,0,3
5,1,1,5,7,214,2,0.25,0,7,6,1,297,83,0.05,13,2,0,3
0,0,5,3,3,217,2,0.15,1,80,10,5,150,39,0.27,11,4,1,3
3,7,0,2,3,140,0,0.2,0,135,12,6,132,63,0.38,8,4,0,3
4,0,5,1,8,236,2,0.65,2,81,27,2,72,9,0.11,8,3,1,3
0,7,2,3,3,15,4,0.36,0,40,3,4,93,81,0.37,4,5,1,3
1,3,4,1,8,6,6,0.29,0,129,28,4,44,22,0.33,12,5,1,3
3,2,2,3,5,96,3,0.97,3,165,20,4,116,17,0.26,13,2,0,3
1,4,3,3,1,211,2,0.54,2,75,9,2,290,41,0.35,21,4,0,3
0,0,3,3,3,8,6,0.79,3,3,3,3,363,99,0.2,9,0,0,3
1,5,4,1,6,263,2,0.6,2,131,0,3,382,75,0.11,22,2,1,3
0,1,0,6,2,117,3,0.58,2,172,6,1,126,19,0.12,19,1,0,3
0,3,1,1,5,217,2,0.42,2,184,15,6,358,77,0.54,22,0,1,3
0,1,2,6,7,62,3,0.44,2,136,0,3,138,72,0.24,20,0,0,3
1,5,1,5,0,190,2,0.64,2,183,9,1,311,33,0.03,0,5,1,3
4,7,4,5,5,284,2,0.39,0,32,25,0,143,89,0.46,14,5,0,3
1,6,5,1,1,40,5,0.33,0,161,30,3,359,63,0.32,15,2,0,3
3,6,0,2,4,111,3,0.12,1,164,17,1,309,2,0.18,23,3,0,3
1,7,2,1,7,25,4,0.64,2,106,0,5,300,77,0.6,7,3,0,3
1,2,0,1,3,175,0,0.54,2,168,24,3,125,33,0.16,3,4,0,3
5,2,1,4,7,122,0,0.68,2,189,21,0,241,32,0.3,6,2,1,3
4,4,4,5,5,102,3,0.18,1,159,19,6,99,92,0.49,18,5,1,3
3,2,5,0,6,124,0,0.65,2,49,29,5,436,60,0.38,3,1,0,3
3,2,0,4,5,198,2,0.43,2,36,4,0,151,62,0.48,7,5,1,3
3,5,4,0,1,281,2,0.48,2,120,29,4,47,36,0.38,12,0,0,3
3,3,4,2,1,220,2,0.37,0,141,6,5,463,54,0.29,16,4,0,3
4,2,2,5,4,10,6,1.0,3,82,21,5,75,32,0.33,1,2,0,3
4,2,4,5,1,182,2,0.62,2,118,5,5,326,77,0.09,10,0,0,3
2,5,2,2,7,269,2,0.72,3,56,10,4,83,55,0.1,5,0,0,3
1,6,2,0,2,173,0,1.0,3,174,18,5,216,6,0.41,20,4,0,3
3,2,0,5,6,199,2,0.68,2,129,21,4,36,56,0.31,12,5,1,3
5,4,5,3,1,183,2,0.23,0,2,2,5,155,53,0.12,14,2,1,3
5,7,5,5,3,72,3,0.25,0,78,27,2,260,7,0.19,19,5,1,3
1,4,5,1,7,216,2,0.66,2,169,27,5,333,9,0.4,14,3,0,3
4,7,1,5,2,202,2,0.67,2,168,3,1,373,9,0.31,12,2,0,3
4,2,1,0,6,215,2,0.39,0,118,11,6,0,90,0.31,19,1,1,3
0,7,4,3,1,296,2,0.61,2,184,1,4,483,48,0.7,6,5,0,3
2,5,2,2,4,271,2,0.4,2,119,20,0,315,98,0.28,13,3,0,3
0,0,2,2,0,240,2,0.56,2,198,4,3,318,8,0.37,13,1,0,3
1,0,5,2,6,187,2,0.64,2,125,30,4,450,58,0.44,23,1,1,3
3,6,1,1,3,226,2,0.51,2,175,21,0,321,12,0.41,14,0,0,3
2,3,4,5,4,35,5,0.26,0,4,1,0,221,98,0.27,23,3,0,3
1,0,4,0,1,148,0,0.45,2,166,12,0,129,89,0.23,19,1,0,3
0,4,1,4,4,81,3,0.28,0,4,4,5,429,80,0.32,8,4,1,3
0,7,3,3,3,107,3,0.33,0,179,22,0,177,82,0.16,19,5,0,3
0,5,4,5,6,134,0,0.46,2,184,8,2,494,41,0.14,6,4,1,3
4,5,0,0,6,68,3,0.59,2,103,24,6,54,53,0.1,20,4,1,3
0,0,2,0,2,275,2,0.72,3,35,2,2,186,56,0.35,0,3,0,3
2,0,1,3,5,248,2,0.47,2,143,18,5,480,99,0.37,5,0,1,3
5,2,3,0,3,87,3,0.4,2,40,11,6,113,67,0.57,21,5,0,3
4,1,4,6,8,181,2,0.51,2,77,1,5,75,0,0.23,22,5,1,3
3,7,5,3,0,231,2,0.24,0,81,0,1,196,64,0.36,15,5,1,3
4,4,2,5,4,94,3,0.34,0,177,2,6,445,78,0.19,21,2,0,3
5,3,4,2,8,274,2,0.53,2,75,16,2,494,98,0.47,13,1,1,3
0,2,4,2,3,100,3,0.8,3,141,24,0,125,10,0.41,21,4,0,3
5,0,1,2,3,202,2,0.64,2,162,29,2,140,74,0.24,5,3,1,3
1,5,1,3,7,217,2,0.31,0,158,29,6,184,82,0.15,4,0,0,3
2,4,3,3,8,101,3,0.44,2,200,1,2,135,24,0.38,13,3,0,3
4,2,4,6,0,190,2,0.73,3,197,0,0,425,36,0.16,9,4,1,3
2,5,0,5,3,51,5,0.68,2,77,1,6,97,41,0.25,7,1,0,3
2,0,1,6,3,166,0,0.38,0,200,3,3,120,85,0.52,17,1,0,3
1,5,5,0,7,139,0,0.71,3,12,6,5,427,46,0.16,6,3,0,3
0,3,5,3,2,57,5,0.52,2,148,12,4,206,54,0.31,3,4,0,3
3,0,4,4,1,129,0,0.38,0,37,13,4,397,89,0.34,0,4,1,3
0,1,3,5,1,1,1,0.5,2,10,1,0,124,91,0.34,11,3,1,3
4,3,0,5,2,222,2,0.61,2,101,17,6,96,90,0.31,14,5,1,3
5,1,5,6,7,111,3,0.37,0,194,25,5,174,78,0.2,22,1,1,3
4,5,3,3,8,289,2,0.82,3,10,5,5,465,6,0.27,10,2,0,3
5,7,5,5,7,281,2,0.32,0,129,11,4,463,60,0.22,14,5,1,3
2,7,2,6,8,55,5,0.12,1,148,24,1,54,92,0.17,12,3,0,3
3,0,4,5,0,237,2,0.59,2,139,10,4,169,53,0.26,18,0,0,3
5,7,3,4,5,72,3,0.55,2,147,8,6,300,38,0.37,20,3,0,3
4,0,2,6,8,209,2,0.64,2,155,23,3,455,75,0.2,17,3,1,3
1,0,0,0,2,15,4,0.63,2,44,5,6,499,21,0.23,23,0,0,3
2,4,3,6,6,277,2,0.61,2,161,26,6,30,91,0.28,1,4,1,3
2,6,0,0,0,296,2,0.52,2,8,8,0,354,36,0.12,3,3,0,3
4,5,4,0,7,292,2,0.2,0,155,25,2,384,36,0.25,13,4,0,3
2,4,4,0,6,166,0,0.72,3,46,12,2,480,22,0.25,19,3,1,3
1,2,0,6,1,152,0,0.59,2,88,3,5,154,59,0.25,23,0,1,3
2,4,3,1,1,32,5,0.51,2,27,12,0,245,23,0.45,19,0,0,3
0,4,3,3,8,94,3,0.07,1,100,8,1,452,70,0.05,21,1,0,3
4,6,4,1,0,128,0,0.58,2,143,20,5,292,32,0.18,22,4,0,3
1,3,0,1,4,23,4,0.44,2,177,26,2,437,75,0.44,6,2,0,3
5,4,3,0,5,158,0,0.45,2,148,19,2,109,77,0.32,11,2,0,3
2,2,4,4,7,194,2,0.22,0,97,19,0,433,38,0.54,13,5,1,3
5,2,0,3,8,300,2,0.28,0,21,7,4,391,21,0.21,3,3,0,3
2,1,4,2,1,122,0,0.28,0,170,5,2,92,30,0.58,3,2,0,3
4,0,3,5,6,278,2,0.45,2,48,15,4,8,31,0.29,21,3,0,3
5,2,1,0,3,116,3,0.48,2,135,21,6,144,3,0.21,2,3,1,3
1,0,5,3,4,7,6,0.82,3,52,7,6,167,96,0.4,18,1,0,3
5,0,5,5,3,247,2,0.66,2,186,29,6,68,98,0.02,15,2,0,3
4,5,0,3,8,157,0,0.34,0,57,6,2,67,87,0.5,7,1,1,3
3,7,4,0,4,134,0,0.71,3,66,0,5,110,19,0.22,7,5,0,3
3,1,1,2,0,187,2,0.37,0,19,10,2,271,25,0.16,18,1,0,3
0,0,1,0,7,67,3,0.79,3,181,13,1,254,45,0.07,10,1,1,3
4,0,2,6,7,199,2,0.74,3,61,16,1,116,65,0.32,15,5,0,3
2,2,4,6,4,258,2,0.46,2,189,5,1,131,27,0.23,14,3,1,3
3,1,0,0,7,219,2,0.93,3,66,21,0,115,87,0.39,11,1,0,3
3,0,0,0,1,73,3,0.49,2,125,8,3,30,0,0.34,7,1,0,3
3,4,1,3,0,172,0,0.85,3,97,11,6,174,32,0.48,19,1,0,3
0,0,2,1,3,260,2,0.35,0,164,10,0,283,19,0.5,0,2,0,3
1,1,4,0,3,102,3,0.33,0,96,20,6,351,47,0.11,4,3,0,3
0,5,3,6,5,234,2,0.48,2,136,27,3,83,76,0.16,23,2,0,3
3,7,2,5,2,107,3,0.35,0,124,19,2,247,3,0.14,22,1,0,3
2,6,5,1,5,117,3,0.6,2,195,18,4,380,35,0.1,22,4,1,3
1,3,5,6,2,284,2,0.31,0,184,8,3,92,61,0.74,4,0,0,3
0,3,2,1,2,86,3,0.78,3,14,8,4,258,9,0.24,22,3,1,3
5,7,3,1,1,138,0,0.54,2,109,19,2,55,82,0.5,17,2,1,3
1,7,3,6,2,153,0,0.52,2,66,2,2,170,97,0.39,7,2,1,3
3,1,5,1,6,21,4,0.21,0,166,1,1,188,77,0.17,22,3,1,3
0,6,0,2,7,31,5,0.67,2,30,7,1,228,55,0.4,13,2,0,3
2,2,0,2,0,296,2,0.48,2,24,1,0,34,94,0.21,9,1,0,3
2,0,5,6,7,16,4,0.53,2,72,8,3,499,7,0.49,23,4,1,3
1,0,1,6,3,243,2,0.87,3,76,4,3,53,98,0.3,19,5,0,3
3,5,2,1,1,143,0,0.43,2,176,4,0,145,46,0.07,2,1,0,3
3,4,3,1,2,168,0,0.34,0,197,1,5,447,20,0.09,10,3,0,3
2,0,0,5,6,281,2,0.29,0,34,9,2,357,77,0.36,14,5,1,3
5,2,0,2,0,193,2,0.86,3,145,21,2,350,43,0.28,11,3,0,3
2,1,3,2,8,294,2,0.49,2,174,26,1,133,20,0.64,15,2,0,3
5,6,1,6,3,292,2,0.62,2,86,8,0,476,24,0.25,5,1,0,3
4,4,0,6,4,263,2,0.18,1,55,9,6,137,11,0.39,18,2,1,3
2,6,2,6,4,245,2,0.29,0,66,7,0,2,40,0.45,16,2,0,3
4,1,5,6,0,7,6,0.72,3,165,29,1,172,71,0.45,4,3,1,3
5,7,0,5,2,153,0,0.32,0,161,28,3,457,92,0.09,14,5,1,3
4,5,4,0,7,193,2,0.29,0,92,27,1,73,0,0.14,23,5,0,3
5,6,1,0,5,180,2,0.27,0,86,23,0,479,89,0.45,7,4,0,3
2,7,4,4,6,275,2,0.87,3,157,3,0,311,51,0.19,8,2,1,3
5,2,0,2,6,174,0,0.66,2,176,3,4,414,90,0.09,0,3,1,3
4,5,3,2,8,65,3,0.46,2,150,28,2,330,11,0.31,20,5,0,3
1,2,2,3,6,273,2,0.61,2,117,22,2,451,68,0.34,0,0,0,3
0,7,3,6,2,155,0,0.89,3,178,7,6,17,53,0.04,2,4,0,3
5,5,3,5,0,84,3,0.87,3,161,16,6,1,79,0.41,16,2,1,3
4,3,4,1,5,252,2,0.4,2,139,5,5,198,29,0.55,17,3,1,3
3,0,3,5,7,24,4,0.52,2,146,16,3,295,74,0.25,16,0,0,3
0,5,0,0,7,56,5,0.36,0,80,15,5,126,52,0.23,6,3,0,3
3,7,4,6,7,274,2,0.14,1,58,0,4,316,95,0.08,16,2,0,3
4,1,1,4,4,285,2,0.44,2,133,11,0,205,64,0.47,18,5,0,3
4,1,2,5,7,156,0,0.58,2,196,25,3,253,100,0.48,8,2,0,3
4,7,4,6,7,189,2,0.57,2,104,21,5,439,53,0.38,6,2,1,3
2,2,4,4,2,210,2,0.82,3,191,13,4,242,60,0.09,10,3,0,3
4,3,2,4,3,116,3,0.11,1,135,29,1,465,17,0.52,18,2,0,3
1,4,3,1,4,17,4,0.36,0,69,6,5,141,55,0.26,3,0,1,3
1,4,1,6,7,61,3,0.63,2,195,11,1,243,57,0.21,15,2,0,3
4,1,3,2,1,259,2,0.86,3,148,1,6,331,38,0.27,2,2,0,3
1,7,2,2,7,71,3,0.63,2,143,16,1,8,44,0.16,12,4,0,3
4,5,5,4,5,15,4,0.78,3,164,5,4,264,25,0.1,18,4,1,3
1,5,2,0,8,279,2,0.24,0,75,1,5,211,44,0.24,21,2,0,3
1,0,1,5,6,99,3,0.65,2,114,17,1,138,79,0.4,4,5,0,3
0,0,4,6,5,94,3,0.24,0,161,17,2,49,17,0.19,23,0,1,3
5,5,2,0,3,22,4,0.22,0,171,9,0,159,49,0.21,9,5,1,3
3,3,3,0,6,232,2,0.52,2,131,2,1,463,76,0.39,10,0,0,3
1,4,0,2,3,164,0,0.54,2,115,28,6,456,53,0.33,1,5,0,3
2,4,1,2,3,150,0,0.35,0,98,4,3,304,71,0.08,0,2,0,3
4,6,5,1,7,43,5,0.52,2,8,2,4,100,72,0.26,14,4,0,3
0,5,4,0,5,235,2,0.42,2,154,20,5,370,62,0.12,9,0,0,3
2,6,5,3,1,152,0,0.52,2,174,23,3,278,12,0.4,12,1,0,3
5,7,4,4,4,165,0,0.39,0,128,0,1,366,35,0.17,2,3,1,3
5,3,5,1,7,150,0,0.2,0,155,17,4,323,9,0.41,8,3,1,3
4,5,3,4,6,20,4,0.59,2,78,21,4,98,87,0.3,0,4,0,3
0,5,1,1,4,156,0,0.61,2,196,25,3,379,6,0.22,7,1,0,3
1,6,1,2,5,163,0,0.95,3,48,17,4,31,85,0.15,20,0,0,3
5,3,5,3,2,292,2,0.37,0,121,16,5,443,97,0.26,21,4,1,3
0,3,5,2,4,204,2,0.37,0,119,27,4,171,93,0.16,20,1,1,3
4,7,5,6,4,193,2,0.53,2,161,5,1,93,6,0.09,21,1,0,3
4,1,4,0,7,106,3,0.65,2,97,4,2,230,9,0.38,5,3,0,3
4,1,4,4,0,212,2,0.62,2,25,20,5,172,44,0.52,8,0,1,3
5,6,2,2,8,159,0,0.53,2,174,30,4,73,33,0.21,0,5,0,3
3,5,3,3,3,270,2,0.61,2,36,23,5,341,80,0.4,4,2,0,3
4,6,0,2,6,240,2,0.56,2,178,18,5,49,26,0.36,11,1,0,3
3,6,5,3,2,164,0,0.29,0,4,1,0,176,71,0.03,14,5,0,3
5,5,2,6,1,65,3,0.26,0,111,21,4,19,48,0.56,6,5,0,3
2,2,1,2,7,148,0,0.34,0,105,7,3,2,85,0.22,15,2,1,3
4,5,2,2,6,62,3,0.48,2,22,8,3,158,7,0.5,8,1,0,3
3,5,2,3,5,230,2,0.32,0,124,9,1,201,61,0.39,13,3,0,3
1,0,2,2,8,275,2,0.18,1,5,2,3,48,33,0.17,10,5,0,3
0,3,5,6,3,260,2,0.59,2,146,26,3,403,33,0.6,19,3,1,3
2,5,2,1,4,42,5,0.94,3,159,16,3,32,68,0.13,21,1,0,3
5,6,3,2,0,28,4,0.57,2,164,11,5,461,67,0.19,5,0,0,3
5,6,3,2,4,147,0,0.72,3,136,6,3,436,3,0.5,9,1,0,3
4,6,5,0,2,64,3,0.73,3,58,4,4,90,10,0.14,20,0,0,3
4,4,4,1,3,55,5,0.53,2,174,15,1,246,67,0.08,22,4,0,3
0,6,1,6,4,194,2,0.12,1,25,23,2,442,67,0.35,6,0,0,3
1,1,3,0,2,71,3,0.51,2,61,16,2,95,57,0.33,8,5,0,3
4,1,5,5,5,121,0,0.66,2,1,0,2,209,68,0.37,15,5,0,3
5,1,1,1,8,288,2,0.54,2,90,21,1,129,0,0.12,0,5,0,3
5,7,2,5,8,95,3,0.47,2,80,29,4,333,65,0.15,0,4,0,3
1,4,0,2,6,257,2,0.66,2,72,12,1,427,62,0.11,8,4,0,3
0,2,4,5,7,176,0,0.47,2,127,28,4,373,9,0.18,0,0,0,3
4,4,2,1,3,241,2,0.45,2,139,9,5,12,14,0.06,17,2,0,3
4,7,4,1,3,237,2,0.66,2,79,21,1,388,61,0.37,17,3,1,3
2,1,5,2,4,30,5,0.77,3,52,30,0,57,33,0.26,1,1,1,3
4,4,4,3,4,73,3,0.66,2,71,19,4,51,13,0.3,0,5,0,3
0,1,1,4,8,289,2,0.64,2,55,15,5,395,17,0.21,7,1,1,3
1,5,1,4,6,138,0,0.54,2,18,16,6,381,89,0.34,13,5,0,3
3,0,4,5,6,277,2,0.68,2,129,1,4,20,77,0.05,22,1,0,3
2,2,4,6,2,78,3,0.45,2,94,8,6,407,91,0.23,3,5,0,3
4,3,2,5,4,12,6,0.78,3,168,28,3,172,17,0.47,15,4,1,3
3,4,5,0,5,228,2,0.3,0,114,23,1,465,8,0.3,3,2,0,3
2,4,1,2,6,154,0,0.66,2,8,5,2,254,37,0.19,22,5,0,3
1,6,2,2,7,286,2,0.17,1,162,9,6,268,11,0.11,19,2,0,3
4,4,3,5,7,54,5,0.53,2,176,10,1,205,88,0.43,22,5,1,3
4,5,1,6,7,248,2,0.82,3,65,4,0,159,70,0.44,1,3,1,3
4,6,5,2,6,18,4,0.82,3,186,3,6,186,21,0.67,3,1,1,3
0,0,5,2,8,23,4,0.33,0,172,25,0,396,69,0.1,2,2,1,3
0,3,0,1,5,30,5,0.23,0,174,0,0,434,43,0.43,22,1,0,3
4,7,0,0,2,247,2,0.22,0,171,9,5,417,17,0.56,18,5,1,3
4,6,5,0,4,112,3,0.65,2,28,12,0,276,27,0.31,5,1,0,3
3,7,1,3,2,17,4,0.34,0,90,19,4,456,50,0.4,17,3,1,3
3,4,3,0,4,23,4,0.54,2,86,23,3,479,33,0.09,20,3,1,3
3,3,1,4,6,51,5,0.34,0,155,30,1,264,78,0.53,22,0,1,3
3,1,4,0,4,8,6,0.71,3,71,23,6,264,64,0.05,7,2,1,3
5,2,0,1,5,218,2,0.45,2,104,7,2,137,86,0.64,8,3,1,3
2,6,2,3,5,287,2,0.45,2,42,26,3,358,97,0.13,9,5,0,3
3,7,5,5,6,209,2,0.41,2,123,7,2,92,54,0.24,21,2,1,3
3,0,1,4,5,231,2,0.39,0,13,0,0,62,21,0.47,18,5,0,3
2,2,0,4,4,171,0,0.44,2,189,10,3,316,45,0.08,14,2,1,3
5,2,3,6,8,110,3,0.52,2,72,19,4,333,54,0.17,21,3,1,3
0,3,4,3,8,252,2,0.47,2,136,24,5,92,37,0.51,18,5,0,3
2,7,1,4,2,53,5,0.42,2,143,12,2,42,54,0.37,22,3,1,3
5,7,2,5,3,188,2,0.81,3,4,4,6,35,89,0.22,11,1,0,3
5,6,1,5,3,171,0,0.37,0,45,25,3,339,67,0.58,21,5,1,3
0,7,4,2,2,157,0,0.57,2,50,21,1,330,50,0.13,13,1,0,3
4,2,0,4,0,9,6,0.33,0,22,21,1,145,38,0.37,21,1,1,3
0,1,0,5,4,190,2,0.6,2,31,25,6,166,32,0.26,22,2,1,3
1,1,2,6,5,248,2,0.59,2,185,25,2,436,93,0.36,11,1,1,3
2,0,2,0,5,67,3,0.66,2,91,19,0,140,48,0.35,3,5,0,3
3,1,3,3,3,258,2,0.38,0,178,18,0,446,83,0.14,13,4,1,3
2,6,3,2,7,232,2,0.63,2,161,21,6,152,38,0.38,1,0,1,3
5,1,4,1,8,137,0,0.43,2,189,24,5,115,55,0.25,1,2,0,3
3,4,2,0,4,284,2,0.26,0,179,4,2,80,66,0.18,4,2,0,3
5,6,0,2,7,108,3,0.32,0,66,25,2,54,45,0.47,11,3,0,3
3,6,3,1,8,42,5,0.46,2,38,26,5,169,88,0.27,2,0,0,3
4,0,1,0,1,130,0,0.4,2,80,26,0,90,83,0.2,17,3,1,3
5,6,2,6,1,183,2,0.6,2,109,12,5,337,39,0.3,14,0,0,3
0,6,5,2,4,239,2,0.12,1,75,5,5,327,78,0.17,8,0,1,3
5,2,4,6,6,159,0,0.59,2,63,4,4,247,53,0.21,9,0,1,3
0,3,0,3,2,0,1,0.74,3,142,18,6,317,61,0.32,1,0,1,3
2,6,2,1,6,31,5,0.87,3,122,1,0,465,82,0.28,12,2,1,3
5,5,5,6,1,103,3,0.54,2,143,18,2,50,56,0.2,4,2,1,3
2,5,3,5,3,176,0,0.68,2,76,29,6,245,64,0.19,3,4,1,3
1,5,2,4,4,236,2,0.24,0,81,21,4,201,21,0.13,22,0,0,3
1,6,5,3,6,20,4,0.75,3,131,20,6,393,28,0.36,9,2,1,3
4,1,1,5,4,185,2,0.57,2,63,24,3,161,37,0.11,18,1,0,3
3,0,2,6,7,96,3,0.24,0,139,12,3,413,34,0.04,1,2,0,3
2,5,5,6,5,209,2,0.34,0,28,24,1,131,97,0.42,13,0,1,3
0,2,0,3,1,216,2,0.61,2,32,12,6,73,57,0.19,3,1,1,3
4,6,5,2,7,194,2,0.2,0,140,0,5,150,63,0.27,7,5,1,3
2,4,1,2,7,146,0,0.33,0,21,9,2,52,3,0.43,21,3,0,3
0,3,5,2,2,298,2,0.55,2,140,20,3,4,61,0.15,23,5,1,3
4,7,2,0,5,262,2,0.27,0,52,21,6,488,16,0.38,5,1,1,3
5,0,2,1,0,152,0,0.25,0,1,1,0,22,73,0.19,16,5,0,3
1,0,4,1,2,59,5,0.31,0,160,26,1,170,44,0.08,18,4,1,3
1,7,0,6,0,65,3,0.47,2,80,7,4,466,31,0.39,9,2,1,3
3,6,1,2,2,289,2,0.37,0,69,26,6,272,21,0.19,3,3,0,3
2,4,0,1,8,0,1,0.37,0,93,20,6,8,46,0.54,20,5,0,3
2,2,0,3,4,19,4,0.86,3,156,18,6,214,51,0.27,8,0,0,3
2,7,2,3,0,48,5,0.68,2,57,30,1,285,72,0.17,17,2,1,3
0,0,5,6,0,79,3,0.11,1,48,19,5,183,93,0.09,0,3,1,3
5,7,3,4,5,93,3,0.51,2,74,5,2,8,3,0.25,15,4,0,3
2,3,5,4,3,0,1,0.82,3,107,26,5,494,32,0.5,9,5,0,3
1,2,3,5,6,63,3,0.67,2,38,21,2,71,25,0.19,19,1,0,3
3,6,0,5,7,150,0,0.56,2,70,19,5,35,15,0.74,16,1,0,3
0,2,1,2,4,223,2,0.1,1,45,12,5,16,64,0.14,7,2,0,3
0,7,4,4,1,109,3,0.63,2,142,15,5,156,8,0.31,8,4,1,3
5,7,1,5,8,126,0,0.28,0,80,23,6,94,76,0.21,19,2,0,3
4,6,4,3,3,13,6,0.54,2,146,30,5,27,84,0.33,2,0,0,3
1,5,3,5,6,2,1,0.36,0,144,16,4,372,25,0.11,13,5,0,3
1,7,1,1,4,15,4,0.43,2,111,17,5,95,86,0.1,23,3,0,3
1,2,0,4,2,245,2,0.47,2,133,22,2,408,3,0.29,3,0,0,3
4,3,3,6,4,58,5,0.45,2,16,7,4,461,65,0.57,18,4,0,3
3,5,2,6,6,124,0,0.7,3,16,5,5,164,81,0.21,16,4,0,3
2,2,3,2,3,172,0,0.29,0,18,18,1,79,1,0.4,4,3,0,3
2,0,5,0,8,63,3,0.28,0,83,14,6,199,91,0.78,20,0,0,3
4,3,1,0,0,55,5,0.6,2,165,7,0,128,72,0.31,16,0,0,3
5,1,2,1,8,68,3,0.52,2,137,26,6,128,91,0.24,5,3,1,3
3,2,2,4,3,41,5,0.08,1,190,22,6,90,30,0.19,6,1,0,3
1,7,5,0,1,255,2,0.61,2,22,9,3,164,90,0.39,14,4,0,3
4,4,1,6,5,141,0,0.19,1,28,22,1,103,19,0.47,13,2,0,3
4,3,4,0,4,62,3,0.56,2,26,19,1,164,20,0.61,21,1,0,3
0,2,2,2,6,196,2,0.44,2,148,19,0,400,13,0.05,12,2,1,3
4,2,3,0,6,48,5,0.07,1,81,22,4,495,36,0.25,15,1,0,3
3,7,1,1,5,233,2,0.37,0,122,12,4,84,95,0.17,7,1,0,3
0,0,3,1,4,80,3,0.42,2,139,6,2,252,27,0.13,21,1,1,3
4,3,5,0,1,143,0,0.56,2,124,26,6,184,31,0.23,18,0,0,3
3,4,2,6,3,121,0,0.51,2,135,6,0,9,65,0.71,22,3,1,3
1,5,1,5,0,232,2,0.52,2,103,19,0,104,17,0.48,7,3,1,3
2,6,1,1,0,192,2,0.39,0,169,21,2,410,43,0.51,12,1,0,3
0,0,3,0,4,154,0,0.44,2,101,13,0,95,37,0.05,5,0,0,3
0,2,5,0,3,217,2,0.68,2,127,6,6,255,18,0.46,23,2,0,3
2,2,4,5,7,27,4,0.49,2,188,18,2,129,39,0.31,1,0,0,3
3,6,4,6,6,253,2,0.53,2,181,5,5,390,44,0.11,20,3,1,3
4,0,1,0,1,140,0,0.28,0,69,4,1,142,11,0.17,5,1,1,3
3,4,1,3,8,134,0,0.6,2,168,15,5,244,32,0.27,11,4,0,3
2,7,2,4,1,236,2,0.73,3,158,0,5,328,45,0.08,19,3,0,3
0,2,5,3,8,71,3,0.62,2,81,14,4,91,80,0.16,9,3,0,3
5,0,0,1,1,222,2,0.66,2,54,30,1,275,68,0.12,1,3,1,3
5,1,4,5,5,198,2,0.78,3,112,12,5,401,75,0.15,18,0,0,3
2,4,3,6,5,189,2,0.7,3,196,22,5,112,25,0.5,0,4,1,3
5,3,4,3,5,75,3,0.48,2,183,2,4,226,71,0.26,10,1,0,3
3,3,1,6,5,132,0,0.5,2,76,15,0,373,2,0.21,2,2,0,3
0,4,1,2,4,175,0,0.64,2,3,2,0,260,2,0.15,23,4,0,3
1,1,4,4,2,120,0,0.57,2,74,8,6,206,39,0.31,15,1,1,3
1,3,1,6,5,167,0,0.62,2,103,23,6,3,12,0.24,5,4,0,3
0,5,3,3,2,32,5,0.52,2,59,22,3,291,67,0.06,21,3,0,3
2,2,1,1,2,43,5,0.44,2,195,8,0,7,76,0.5,7,3,0,3
0,2,1,5,7,14,6,0.6,2,88,14,3,380,35,0.34,15,1,1,3
1,5,2,3,5,14,6,0.46,2,61,2,2,189,20,0.32,15,0,1,3
2,4,5,2,1,116,3,0.51,2,83,20,2,188,78,0.19,11,5,0,3
0,1,5,3,8,217,2,0.48,2,171,12,4,268,17,0.33,14,3,1,3
0,5,0,1,8,4,1,0.46,2,158,0,6,270,81,0.13,18,2,1,3
2,4,0,0,6,215,2,0.84,3,57,2,0,115,15,0.23,10,0,1,3
4,3,4,0,1,38,5,0.66,2,85,13,2,361,49,0.46,1,5,0,3
0,6,2,2,3,268,2,0.47,2,104,8,4,320,85,0.46,12,3,0,3
0,6,0,0,6,28,4,0.53,2,158,7,5,271,44,0.32,13,4,0,3
4,7,4,4,5,288,2,0.42,2,151,29,3,137,60,0.23,0,3,0,3
3,6,2,4,6,5,6,0.68,2,57,29,5,22,0,0.5,19,4,0,3
4,7,5,0,7,40,5,0.69,2,159,5,0,375,0,0.33,7,2,0,3
1,0,1,1,6,279,2,0.43,2,187,24,5,162,4,0.02,10,2,1,3
3,4,2,1,7,105,3,0.06,1,93,6,3,401,8,0.32,14,4,1,3
3,6,0,1,6,177,0,0.42,2,69,2,4,425,2,0.38,15,2,0,3
5,1,1,2,4,206,2,0.35,0,90,30,5,196,63,0.33,13,0,0,3
0,5,2,2,5,223,2,0.71,3,73,28,2,99,72,0.05,8,5,0,3
4,3,2,6,4,31,5,0.46,2,55,15,5,381,94,0.2,12,2,1,3
2,1,2,2,3,139,0,0.54,2,26,14,2,355,87,0.31,5,1,0,3
4,2,0,0,0,234,2,0.53,2,127,16,2,283,44,0.05,3,1,1,3
4,4,1,2,6,34,5,0.26,0,100,6,6,284,4,0.11,5,1,0,3
